pathway.sortorder,biochemical,super.pathway,sub.pathway,comp.id,platform,chemical.id,ri,mass,cas,pubchem,kegg,hmdb
766,ribulose,Carbohydrate,Pentose Metabolism,35855,GC/MS,100000147,1662,306.1,488-84-6;,151261,C00309,HMDB00621
1299,scyllo-inositol,Lipid,Inositol Metabolism,32379,GC/MS,100001215,1893.8,318.2,488-59-5;,,C06153,HMDB06088
1063,sebacate (decanedioate),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1778,201.2,111-20-6;,5192,C08277,HMDB00792
9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,GC/MS,503,1389.1,204,56-45-1;,59516857581,C00065,HMDB00187
200,serotonin (5HT),Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos,504,1660,177.1,153-98-0;,5202,C00780,HMDB00259
618,serylleucine,Peptide,Dipeptide,40066,LC/MS Pos,100003202,2106,219.2,6665-16-3;,,,
620,serylphenyalanine,Peptide,Dipeptide,40054,LC/MS Pos,100003253,2348,253.2,,,,
624,serylvaline,Peptide,Dipeptide,42058,LC/MS Pos,100003522,1501,205.1,51782-06-0;,,,
284,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Pos,100002749,869.1,136,1187-84-4;,7.06E+11,,HMDB02108
838,sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",15053,GC/MS,506,1843,319.1,6706-59-8;,107428,C00794,HMDB00247
336,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos,50,533,146.2,124-20-9;,1102,C00315,HMDB01257
1464,sphinganine,Lipid,Sphingolipid Metabolism,17769,LC/MS Pos,313,5175,302.3,3102-56-5;,3126,C00836,HMDB00269
1473,sphingosine,Lipid,Sphingolipid Metabolism,17747,LC/MS Pos,297,5197,300.2,123-78-4;,5353955,C00319,HMDB00252
952,stearate (18:0),Lipid,Long Chain Fatty Acid,1358,LC/MS Neg,439,5886,283.4,57-11-4;,5281,C01530,HMDB00827
1286,stearoyl ethanolamide,Lipid,Endocannabinoid,38625,LC/MS Pos,100002254,5968.9,328.3,111-57-9;,27902,,HMDB13078
1160,stearoylcarnitine,Lipid,Fatty Acid Metabolism(Acyl Carnitine),34409,LC/MS Pos,100001391,5300,428.4,18822-91-8;,,,HMDB00848
1518,stigmasterol,Lipid,Sterol,21183,GC/MS,100000923,2359,255.3,83-48-7;,5280794,C05442,HMDB00937
1059,suberate (octanedioate),Lipid,"Fatty Acid, Dicarboxylate",15730,LC/MS Pos,100000016,3603,175,505-48-6;,10457,C08278,HMDB00893
1143,suberylglycine,Lipid,Fatty Acid Metabolism(Acyl Glycine),35419,LC/MS Neg,100001528,1200,230.1,60317-54-6;,6453952,,HMDB00953
919,succinate,Energy,TCA Cycle,1437,GC/MS,252,1348,247,110-15-6;,1110,C00042,HMDB00254
291,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,GC/MS,512,1616.4,254.1,107-35-7;,11234068592,C00245,HMDB00251
1652,tauro(alpha + beta)muricholate,Lipid,Primary Bile Acid Metabolism,43167,LC/MS Neg,100004515,4743.7,514.4,,,,
1647,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5218,498.3,6009-98-9;,387316,C05465,HMDB00951
1644,taurocholate,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5122,514.3,145-42-6;,,C05122,HMDB00036
1683,taurocholenate sulfate,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4762,279.8,,,,
1674,taurohyocholate,Lipid,Secondary Bile Acid Metabolism,42603,LC/MS Neg,100004084,5000,514.3,,,,
1676,taurohyodeoxycholic acid,Lipid,Secondary Bile Acid Metabolism,43588,LC/MS Neg,100003869,5050,498.5,38411-85-7;,119046,,
1661,taurolithocholate,Lipid,Secondary Bile Acid Metabolism,31889,LC/MS Neg,100001065,5328,482.4,516-90-5 ;,10595,C02592,HMDB00722
779,threitol,Carbohydrate,Pentose Metabolism,35854,GC/MS,100001419,1513,217.1,2418-52-2;,169019,C16884,HMDB04136
2229,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,GC/MS,100001022,1560.7,292.1,70753-61-6;,151152,C01620,HMDB00943
14,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos,564,713,120.1,72-19-5;,69710196288,C00188,HMDB00167
632,threonylisoleucine,Peptide,Dipeptide,42972,LC/MS Pos,100003203,2135,233.2,,,,
633,threonylleucine,Peptide,Dipeptide,40051,LC/MS Pos,100003204,2204,233.2,50299-12-2;,4420322,,
635,threonylphenylalanine,Peptide,Dipeptide,31530,LC/MS Pos,100001125,2500,267.2,16875-27-7;,4.10E+13,,
638,threonylvaline,Peptide,Dipeptide,42011,LC/MS Pos,100003534,1574.5,219.2,99032-17-4;,4.17E+12,,
2184,thymidine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",2183,LC/MS Pos,872,1976,242.9,50-89-5;,5789,C00214,HMDB00273
2185,thymine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",604,GC/MS,882,1429.1,255,65-71-4;,1135,C00178,HMDB00262
318,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos,1001,705,132.1,51-35-4;,58106971053,C01157,HMDB00725
57,trans-urocanate,Amino Acid,Histidine Metabolism,607,LC/MS Pos,537,1119,139.1,104-98-3;,736715,C00785,HMDB00301
174,tryptophan,Amino Acid,Tryptophan Metabolism,54,LC/MS Pos,565,2445,205.1,73-22-3;,69235166305,C00078,HMDB00929
110,tyramine,Amino Acid,Phenylalanine and Tyrosine Metabolism,1603,LC/MS Pos,1133,1503,138.1,60-19-5;,5610,C00483,HMDB00306
104,tyrosine,Amino Acid,Phenylalanine and Tyrosine Metabolism,1299,LC/MS Pos,815,1516,182.1,60-18-4;,60576942100,C00082,HMDB00158
2672,tyrosol,Xenobiotics,Food Component/Plant,41515,GC/MS,100003493,1576.7,179.1,501-94-0;,10393,C06044,HMDB04284
1064,undecanedioate,Lipid,"Fatty Acid, Dicarboxylate",35671,LC/MS Neg,100001617,2376,215.1,1852-04-6;,15816,,HMDB00888
939,undecanoate (11:0),Lipid,Medium Chain Fatty Acid,12067,LC/MS Neg,889,5207,185.2,334-48-5;,8180,,HMDB00947
2144,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,GC/MS,825,1370.4,241,66-22-8;,1174,C00106,HMDB00300
2067,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,GC/MS,1134,1928,441.2,69-93-2;120K5305;,,C00366,HMDB00289
298,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1670,GC/MS,533,1223.9,171,57-13-6;,1.18E+11,C00086,HMDB00294
2143,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1430,243.1,58-96-8;,6029,C00299,HMDB00296
933,valerate,Lipid,Short Chain Fatty Acid,33443,LC/MS Neg,1136,1774,101.2,109-52-4;,7991,C00803,HMDB00892
254,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1649,LC/MS Pos,566,1040,118.1,72-18-4;,69710186287,C00183,HMDB00883
671,valylaspartate,Peptide,Dipeptide,40650,LC/MS Pos,100003639,1073.3,233.1,20556-16-5;,9964657,,
674,valylglycine,Peptide,Dipeptide,40475,LC/MS Pos,100003641,1330,175.1,686-43-1;,136487,,
676,valylisoleucine,Peptide,Dipeptide,40050,LC/MS Pos,100003209,2365,231.2,20556-14-3;,5.25E+13,,
677,valylleucine,Peptide,Dipeptide,39994,LC/MS Pos,100003210,2503.3,231.2,22906-55-4;,352039,,
683,valylthreonine,Peptide,Dipeptide,44543,LC/MS Pos,100004584,1094,219.1, 72636-02-3 ;,4046492,,
686,valylvaline,Peptide,Dipeptide,40728,LC/MS Neg,100003650,2684,215.2,3918-94-3;,4.10E+12,,
2060,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,GC/MS,1004,1889.9,353,69-89-6;,1188,C00385,HMDB00292
2062,xanthosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15136,LC/MS Pos,100000299,1785,285,146-80-5;,64959,C01762,HMDB00299
191,xanthurenate,Amino Acid,Tryptophan Metabolism,15679,LC/MS Pos,100000015,2690,206.1,59-007;,5699,C02470,HMDB00881
775,xylitol,Carbohydrate,Pentose Metabolism,4966,GC/MS,543,1677.6,307.2,87-99-0;,6912,C00379,HMDB02917
773,xylonate,Carbohydrate,Pentose Metabolism,35638,GC/MS,100001627,1722,292,73686-31-7;,6602431,C05411,
774,xylose,Carbohydrate,Pentose Metabolism,15835,GC/MS,826,1723.9,204,609-06-3;,95259,C00181,HMDB00098
771,xylulose,Carbohydrate,Pentose Metabolism,18344,GC/MS,100000421,1668,306.1,551-84-8;,5289590,C00310,HMDB00654
