sampleID,pigID,site,type,diet,NEC,description,litter,letter,group,NEC.group,group.NEC,feeding,farm,sex,dob,weight.b,dod,tod,euth,weight.d,pj.vh,pj.cd,di.vh,di.cd,co.cd,clin.st,clin.je,clin.il,clin.co,clin.nec,hist.pj,hist.di,hist.co,hist.nec,image.index,notes,clin.tot,hist.tot,clin.max,hist.max,clin.nec.c,hrs.after.feed,weight.gain
213G.colon,213G,Colon,Contents,CSS,NEC,Fed,213,G,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,8/26/2013,958,8/31/2013,14.75,N,1118,444,84,NA,60,150,3,4,5,5,NEC,1,4,3,NEC,,No villi in DI,17,8,5,4,NEC,74.75,53.62342115
213G.colon.tissue,213G,Colon,Tissue,CSS,NEC,Fed,213,G,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,8/26/2013,958,8/31/2013,14.75,N,1118,444,84,NA,60,150,3,4,5,5,NEC,1,4,3,NEC,,No villi in DI,17,8,5,4,NEC,74.75,53.62342115
213G.DI,213G,Ileum,Contents,CSS,NEC,Fed,213,G,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,8/26/2013,958,8/31/2013,14.75,N,1118,444,84,NA,60,150,3,4,5,5,NEC,1,4,3,NEC,,No villi in DI,17,8,5,4,NEC,74.75,53.62342115
213G.DI.tissue,213G,Ileum,Tissue,CSS,NEC,Fed,213,G,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,8/26/2013,958,8/31/2013,14.75,N,1118,444,84,NA,60,150,3,4,5,5,NEC,1,4,3,NEC,,No villi in DI,17,8,5,4,NEC,74.75,53.62342115
213G.stom,213G,Stomach,Contents,CSS,NEC,Fed,213,G,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,8/26/2013,958,8/31/2013,14.75,N,1118,444,84,NA,60,150,3,4,5,5,NEC,1,4,3,NEC,,No villi in DI,17,8,5,4,NEC,74.75,53.62342115
213I.stom,213I,Stomach,Contents,Newborn,Healthy,Newborn,213,I,NEW,NEW,NEW,NA,Rosenbaum,F,8/26/2013,NA,8/26/2013,NA,NA,NA,304,60,384,72,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,,colon slide abnormal,NA,NA,NA,NA,NA,NA,NA
213I.colon,213I,Colon,Contents,Newborn,Healthy,Newborn,213,I,NEW,NEW,NEW,NA,Rosenbaum,F,8/26/2013,NA,8/26/2013,NA,NA,NA,304,60,384,72,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,,colon slide abnormal,NA,NA,NA,NA,NA,NA,NA
213I.DI.tissue,213I,Ileum,Tissue,Newborn,Healthy,Newborn,213,I,NEW,NEW,NEW,NA,Rosenbaum,F,8/26/2013,NA,8/26/2013,NA,NA,NA,304,60,384,72,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,,colon slide abnormal,NA,NA,NA,NA,NA,NA,NA
213I.colon.tissue,213I,Colon,Tissue,Newborn,Healthy,Newborn,213,I,NEW,NEW,NEW,NA,Rosenbaum,F,8/26/2013,NA,8/26/2013,NA,NA,NA,304,60,384,72,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,,colon slide abnormal,NA,NA,NA,NA,NA,NA,NA
213I.DI,213I,Ileum,Contents,Newborn,Healthy,Newborn,213,I,NEW,NEW,NEW,NA,Rosenbaum,F,8/26/2013,NA,8/26/2013,NA,NA,NA,304,60,384,72,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,,colon slide abnormal,NA,NA,NA,NA,NA,NA,NA
213K.colon,213K,Colon,Contents,CSS,NEC,Fed,213,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,8/26/2013,771,8/31/2013,22,N,1133,330,68,NA,73,149,3,1,4,5,NEC,2,4,4,NEC,,No villi in DI,13,10,5,4,NEC,82,137.4205182
213K.colon.tissue,213K,Colon,Tissue,CSS,NEC,Fed,213,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,8/26/2013,771,8/31/2013,22,N,1133,330,68,NA,73,149,3,1,4,5,NEC,2,4,4,NEC,,No villi in DI,13,10,5,4,NEC,82,137.4205182
213K.DI,213K,Ileum,Contents,CSS,NEC,Fed,213,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,8/26/2013,771,8/31/2013,22,N,1133,330,68,NA,73,149,3,1,4,5,NEC,2,4,4,NEC,,No villi in DI,13,10,5,4,NEC,82,137.4205182
213K.DI.tissue,213K,Ileum,Tissue,CSS,NEC,Fed,213,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,8/26/2013,771,8/31/2013,22,N,1133,330,68,NA,73,149,3,1,4,5,NEC,2,4,4,NEC,,No villi in DI,13,10,5,4,NEC,82,137.4205182
213K.stom,213K,Stomach,Contents,CSS,NEC,Fed,213,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,8/26/2013,771,8/31/2013,22,N,1133,330,68,NA,73,149,3,1,4,5,NEC,2,4,4,NEC,,No villi in DI,13,10,5,4,NEC,82,137.4205182
213N.colon,213N,Colon,Contents,CSS,Healthy,Fed,213,N,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,8/26/2013,845,9/2/2013,7.5,Y,1288,317,63,393,84,176,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.5,108.9372166
213N.colon.tissue,213N,Colon,Tissue,CSS,Healthy,Fed,213,N,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,8/26/2013,845,9/2/2013,7.5,Y,1288,317,63,393,84,176,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.5,108.9372166
213N.stom,213N,Stomach,Contents,CSS,Healthy,Fed,213,N,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,8/26/2013,845,9/2/2013,7.5,Y,1288,317,63,393,84,176,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.5,108.9372166
213N.DI,213N,Ileum,Contents,CSS,Healthy,Fed,213,N,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,8/26/2013,845,9/2/2013,7.5,Y,1288,317,63,393,84,176,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.5,108.9372166
213N.DI.tissue,213N,Ileum,Tissue,CSS,Healthy,Fed,213,N,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,8/26/2013,845,9/2/2013,7.5,Y,1288,317,63,393,84,176,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.5,108.9372166
214A.DI.tissue,214A,Ileum,Tissue,CSS,Healthy,Fed,214,A,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,800,9/26/2013,10.66666667,Y,1232,422,89,626,104,227,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,118.6666667,109.2134831
214A.colon.tissue,214A,Colon,Tissue,CSS,Healthy,Fed,214,A,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,800,9/26/2013,10.66666667,Y,1232,422,89,626,104,227,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,118.6666667,109.2134831
214A.colon,214A,Colon,Contents,CSS,Healthy,Fed,214,A,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,800,9/26/2013,10.66666667,Y,1232,422,89,626,104,227,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,118.6666667,109.2134831
214A.DI,214A,Ileum,Contents,CSS,Healthy,Fed,214,A,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,800,9/26/2013,10.66666667,Y,1232,422,89,626,104,227,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,118.6666667,109.2134831
214A.stom,214A,Stomach,Contents,CSS,Healthy,Fed,214,A,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,800,9/26/2013,10.66666667,Y,1232,422,89,626,104,227,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,118.6666667,109.2134831
214B.DI.tissue,214B,Ileum,Tissue,LAC,Healthy,Fed,214,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,693,9/26/2013,7.4,Y,1063,417,74,603,94,216,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.4,111.0385859
214B.stom,214B,Stomach,Contents,LAC,Healthy,Fed,214,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,693,9/26/2013,7.4,Y,1063,417,74,603,94,216,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.4,111.0385859
214B.colon.tissue,214B,Colon,Tissue,LAC,Healthy,Fed,214,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,693,9/26/2013,7.4,Y,1063,417,74,603,94,216,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.4,111.0385859
214B.DI,214B,Ileum,Contents,LAC,Healthy,Fed,214,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,693,9/26/2013,7.4,Y,1063,417,74,603,94,216,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.4,111.0385859
214B.colon,214B,Colon,Contents,LAC,Healthy,Fed,214,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,693,9/26/2013,7.4,Y,1063,417,74,603,94,216,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.4,111.0385859
214D.DI.tissue,214D,Ileum,Tissue,Newborn,Healthy,Newborn,214,D,NEW,NEW,NEW,NA,Rosenbaum,F,9/19/2013,NA,9/19/2013,NA,NA,NA,231,65,255,74,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Damage in DI not many villi, inflammation in colon and looks abnormal",NA,NA,NA,NA,NA,NA,NA
214D.colon,214D,Colon,Contents,Newborn,Healthy,Newborn,214,D,NEW,NEW,NEW,NA,Rosenbaum,F,9/19/2013,NA,9/19/2013,NA,NA,NA,231,65,255,74,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Damage in DI not many villi, inflammation in colon and looks abnormal",NA,NA,NA,NA,NA,NA,NA
214D.stom,214D,Stomach,Contents,Newborn,Healthy,Newborn,214,D,NEW,NEW,NEW,NA,Rosenbaum,F,9/19/2013,NA,9/19/2013,NA,NA,NA,231,65,255,74,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Damage in DI not many villi, inflammation in colon and looks abnormal",NA,NA,NA,NA,NA,NA,NA
214D.colon.tissue,214D,Colon,Tissue,Newborn,Healthy,Newborn,214,D,NEW,NEW,NEW,NA,Rosenbaum,F,9/19/2013,NA,9/19/2013,NA,NA,NA,231,65,255,74,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Damage in DI not many villi, inflammation in colon and looks abnormal",NA,NA,NA,NA,NA,NA,NA
214D.DI,214D,Ileum,Contents,Newborn,Healthy,Newborn,214,D,NEW,NEW,NEW,NA,Rosenbaum,F,9/19/2013,NA,9/19/2013,NA,NA,NA,231,65,255,74,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Damage in DI not many villi, inflammation in colon and looks abnormal",NA,NA,NA,NA,NA,NA,NA
214E.colon,214E,Colon,Contents,LAC,NEC,Fed,214,E,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/19/2013,835,9/26/2013,7.916666667,Y,1396,267,82,209,94,NA,1,2,3,3,NEC,1,2,NA,NEC,,Colon slide missing,9,NA,3,NA,NEC,115.9166667,139.1046806
214E.DI,214E,Ileum,Contents,LAC,NEC,Fed,214,E,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/19/2013,835,9/26/2013,7.916666667,Y,1396,267,82,209,94,NA,1,2,3,3,NEC,1,2,NA,NEC,,Colon slide missing,9,NA,3,NA,NEC,115.9166667,139.1046806
214E.DI.tissue,214E,Ileum,Tissue,LAC,NEC,Fed,214,E,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/19/2013,835,9/26/2013,7.916666667,Y,1396,267,82,209,94,NA,1,2,3,3,NEC,1,2,NA,NEC,,Colon slide missing,9,NA,3,NA,NEC,115.9166667,139.1046806
214E.colon.tissue,214E,Colon,Tissue,LAC,NEC,Fed,214,E,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/19/2013,835,9/26/2013,7.916666667,Y,1396,267,82,209,94,NA,1,2,3,3,NEC,1,2,NA,NEC,,Colon slide missing,9,NA,3,NA,NEC,115.9166667,139.1046806
214E.stom,214E,Stomach,Contents,LAC,NEC,Fed,214,E,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/19/2013,835,9/26/2013,7.916666667,Y,1396,267,82,209,94,NA,1,2,3,3,NEC,1,2,NA,NEC,,Colon slide missing,9,NA,3,NA,NEC,115.9166667,139.1046806
214F.colon,214F,Colon,Contents,LAC,Healthy,Fed,214,F,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,904,9/26/2013,8.466666667,Y,1508,369,91,588,105,261,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.4666667,137.6822973
214F.colon.tissue,214F,Colon,Tissue,LAC,Healthy,Fed,214,F,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,904,9/26/2013,8.466666667,Y,1508,369,91,588,105,261,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.4666667,137.6822973
214F.DI,214F,Ileum,Contents,LAC,Healthy,Fed,214,F,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,904,9/26/2013,8.466666667,Y,1508,369,91,588,105,261,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.4666667,137.6822973
214F.stom,214F,Stomach,Contents,LAC,Healthy,Fed,214,F,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,904,9/26/2013,8.466666667,Y,1508,369,91,588,105,261,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.4666667,137.6822973
214F.DI.tissue,214F,Ileum,Tissue,LAC,Healthy,Fed,214,F,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,904,9/26/2013,8.466666667,Y,1508,369,91,588,105,261,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.4666667,137.6822973
214G.stom,214G,Stomach,Contents,CSS,Healthy,Fed,214,G,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,986,9/26/2013,11.08333333,Y,1479,535,85,593,100,205,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,119.0833333,100.7697691
214G.DI.tissue,214G,Ileum,Tissue,CSS,Healthy,Fed,214,G,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,986,9/26/2013,11.08333333,Y,1479,535,85,593,100,205,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,119.0833333,100.7697691
214G.colon,214G,Colon,Contents,CSS,Healthy,Fed,214,G,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,986,9/26/2013,11.08333333,Y,1479,535,85,593,100,205,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,119.0833333,100.7697691
214G.DI,214G,Ileum,Contents,CSS,Healthy,Fed,214,G,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,986,9/26/2013,11.08333333,Y,1479,535,85,593,100,205,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,119.0833333,100.7697691
214G.colon.tissue,214G,Colon,Tissue,CSS,Healthy,Fed,214,G,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/19/2013,986,9/26/2013,11.08333333,Y,1479,535,85,593,100,205,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,119.0833333,100.7697691
214H.DI.tissue,214H,Ileum,Tissue,CSS,NEC,Fed,214,H,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/19/2013,890,9/26/2013,11.61666667,Y,1360,533,83,602,103,212,1,1,1,6,NEC,0,0,3,NEC,,,9,3,6,3,NEC,119.6166667,105.9564495
214H.colon,214H,Colon,Contents,CSS,NEC,Fed,214,H,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/19/2013,890,9/26/2013,11.61666667,Y,1360,533,83,602,103,212,1,1,1,6,NEC,0,0,3,NEC,,,9,3,6,3,NEC,119.6166667,105.9564495
214H.colon.tissue,214H,Colon,Tissue,CSS,NEC,Fed,214,H,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/19/2013,890,9/26/2013,11.61666667,Y,1360,533,83,602,103,212,1,1,1,6,NEC,0,0,3,NEC,,,9,3,6,3,NEC,119.6166667,105.9564495
214H.stom,214H,Stomach,Contents,CSS,NEC,Fed,214,H,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/19/2013,890,9/26/2013,11.61666667,Y,1360,533,83,602,103,212,1,1,1,6,NEC,0,0,3,NEC,,,9,3,6,3,NEC,119.6166667,105.9564495
214H.DI,214H,Ileum,Contents,CSS,NEC,Fed,214,H,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,F,9/19/2013,890,9/26/2013,11.61666667,Y,1360,533,83,602,103,212,1,1,1,6,NEC,0,0,3,NEC,,,9,3,6,3,NEC,119.6166667,105.9564495
214I.colon,214I,Colon,Contents,LAC,Healthy,Fed,214,I,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/19/2013,654,9/26/2013,9,N,1004,543,84,658,105,286,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,117,109.7780914
214I.DI,214I,Ileum,Contents,LAC,Healthy,Fed,214,I,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/19/2013,654,9/26/2013,9,N,1004,543,84,658,105,286,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,117,109.7780914
214I.stom,214I,Stomach,Contents,LAC,Healthy,Fed,214,I,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/19/2013,654,9/26/2013,9,N,1004,543,84,658,105,286,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,117,109.7780914
214I.colon.tissue,214I,Colon,Tissue,LAC,Healthy,Fed,214,I,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/19/2013,654,9/26/2013,9,N,1004,543,84,658,105,286,1,1,1,1,Healthy,1,0,0,Healthy,,,4,1,1,1,Healthy,117,109.7780914
214K.DI.tissue,214K,Ileum,Tissue,CSS,NEC,Fed,214,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,9/19/2013,435,9/21/2013,15,N,432,269,63,102,48,297,3,3,4,3,NEC,2,3,2,NEC,,,13,7,4,3,NEC,3,-55.17241379
214K.stom,214K,Stomach,Contents,CSS,NEC,Fed,214,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,9/19/2013,435,9/21/2013,15,N,432,269,63,102,48,297,3,3,4,3,NEC,2,3,2,NEC,,,13,7,4,3,NEC,3,-55.17241379
214K.colon.tissue,214K,Colon,Tissue,CSS,NEC,Fed,214,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,9/19/2013,435,9/21/2013,15,N,432,269,63,102,48,297,3,3,4,3,NEC,2,3,2,NEC,,,13,7,4,3,NEC,3,-55.17241379
214K.DI,214K,Ileum,Contents,CSS,NEC,Fed,214,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,9/19/2013,435,9/21/2013,15,N,432,269,63,102,48,297,3,3,4,3,NEC,2,3,2,NEC,,,13,7,4,3,NEC,3,-55.17241379
214K.colon,214K,Colon,Contents,CSS,NEC,Fed,214,K,CSS,NEC-CSS,CSS-NEC,eg,Rosenbaum,M,9/19/2013,435,9/21/2013,15,N,432,269,63,102,48,297,3,3,4,3,NEC,2,3,2,NEC,,,13,7,4,3,NEC,3,-55.17241379
214L.DI.tissue,214L,Ileum,Tissue,LAC,Healthy,Fed,214,L,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,1085,9/26/2013,9.583333333,N,1706,515,83,529,100,318,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117.5833333,116.822726
214L.stom,214L,Stomach,Contents,LAC,Healthy,Fed,214,L,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,1085,9/26/2013,9.583333333,N,1706,515,83,529,100,318,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117.5833333,116.822726
214L.DI,214L,Ileum,Contents,LAC,Healthy,Fed,214,L,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,1085,9/26/2013,9.583333333,N,1706,515,83,529,100,318,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117.5833333,116.822726
214L.colon.tissue.2,214L,Colon,Tissue,LAC,Healthy,Fed,214,L,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,1085,9/26/2013,9.583333333,N,1706,515,83,529,100,318,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117.5833333,116.822726
214L.colon,214L,Colon,Contents,LAC,Healthy,Fed,214,L,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,1085,9/26/2013,9.583333333,N,1706,515,83,529,100,318,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117.5833333,116.822726
214L.colon.tissue.1,214L,Colon,Tissue,LAC,Healthy,Fed,214,L,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,M,9/19/2013,1085,9/26/2013,9.583333333,N,1706,515,83,529,100,318,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,117.5833333,116.822726
215B.colon,215B,Colon,Contents,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.DI,215B,Ileum,Contents,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.DI.tissue,215B,Ileum,Tissue,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.stom,215B,Stomach,Contents,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215B.colon.tissue,215B,Colon,Tissue,LAC,Healthy,Fed,215,B,LAC,Healthy-LAC,LAC-Healthy,eg,Rosenbaum,F,9/20/2013,1051,9/27/2013,7.666666667,Y,1661,540,92,625,106,241,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,115.6666667,120.4287395
215C.colon.tissue,215C,Colon,Tissue,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.colon,215C,Colon,Contents,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.DI,215C,Ileum,Contents,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.DI.tissue,215C,Ileum,Tissue,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215C.stom,215C,Stomach,Contents,CSS,Healthy,Fed,215,C,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,F,9/20/2013,1042,9/26/2013,9.166666667,Y,1519,535,86,644,108,207,1,1,1,1,Healthy,0,0,0,Healthy,DSCF1885.jpg,Euthanized early accidentally?,4,0,1,0,Healthy,93.16666667,117.9237671
215D.DI.tissue,215G,Ileum,Tissue,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.colon,215G,Colon,Contents,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.colon.tissue,215G,Colon,Tissue,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.DI,215G,Ileum,Contents,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215G.stom,215G,Stomach,Contents,LAC,NEC,Fed,215,G,LAC,NEC-LAC,LAC-NEC,eg,Rosenbaum,F,9/20/2013,854,9/24/2013,4,N,996,322,59,250,94,312,4,3,3,1,NEC,2,3,2,NEC,,abnormal colon looks like villi,11,7,4,3,NEC,40,99.76580796
215H.stom,215H,Stomach,Contents,CSS,Healthy,Fed,215,H,CSS,Healthy-CSS,CSS-Healthy,eg,Rosenbaum,M,9/20/2013,1085,9/27/2013,8.25,Y,1710,595,93,650,110,213,1,1,1,1,Healthy,0,0,0,Healthy,,,4,0,1,0,Healthy,116.25,118.9237402
